,callDateTime,priority,district,description,callNumber,incidentLocation,location
1046791,11/11/2015 7:37,Low,SE,INVESTIGATE,P153150466,100 N STREEPER ST,"(39.2936260,-76.5771640)"
1046792,11/11/2015 7:39,Medium,SE,911/NO  VOICE,P153150467,100 N LUZERNE AV,"(39.2932710,-76.5807600)"
1046793,11/11/2015 7:39,Medium,CD,911/NO  VOICE,P153150468,1100 DRUID HILL AV,"(39.3003914,-76.6265826)"
1046794,11/11/2015 7:36,Medium,ED,911/NO  VOICE,P153150469,1900 CECIL AV,"(39.3120830,-76.6054700)"
1046795,11/11/2015 7:39,Low,SD,HIT AND RUN,P153150470,900 BLK E PATAPSCO AV,"(39.2350930,-76.5971890)"
1046796,11/11/2015 7:40,Medium,NE,911/NO  VOICE,P153150471,6700 MORAVIA PARK DR,"(39.3122990,-76.5353430)"
1046797,11/11/2015 7:41,Non-Emergency,SD,Repairs/Service,P153150472,BIDDLE STREET,"(39.305393,-76.564819)"
1046798,11/11/2015 7:40,Low,SD,AUTO ACCIDENT,P153150473,E PATAPSCO AV/0TH ST,"(39.234904,-76.597755)"
1046799,11/11/2015 7:38,Low,SE,AUTO ACCIDENT,P153150474,E LOMBARD ST/S CENTRAL AV,"(39.290214,-76.599527)"
1046800,11/11/2015 7:39,Medium,SD,NARCOTICSOutside,P153150476,1800 BLK W PRATT ST,"(39.2854771,-76.6453432)"
1046801,11/11/2015 7:43,Non-Emergency,WD,Repairs/Service,P153150477,FALLSWAY SUBSTATION,"(39.291898,-76.607014)"
1046802,11/11/2015 7:42,Low,SE,AUTO ACCIDENT,P153150480,E LOMBARD ST/S CENTRAL AV,"(39.290214,-76.599527)"
1046803,11/11/2015 7:41,Medium,WD,DISORDERLY,P153150482,1800 N MONROE ST,"(39.3088870,-76.6483720)"
1046804,11/11/2015 7:41,Medium,ND,DISORDERLY,P153150483,NB I 100 N AT W COLD SPRING LN,"(39.345141,-76.647026)"
1046805,11/11/2015 7:43,Medium,CD,911/NO  VOICE,P153150486,300 LIGHT ST,"(39.2851556,-76.6140638)"
1046806,11/11/2015 7:41,Medium,SE,DISORDERLY,P153150487,100 N STREEPER ST,"(39.2936260,-76.5771640)"
1046807,11/11/2015 7:45,Non-Emergency,ND,INVESTIGATE AUTO,P153150488,4000 ELM AV,"(39.3370635,-76.6316546)"
1046808,11/11/2015 7:48,Medium,SD,911/NO  VOICE,P153150493,1500 W PATAPSCO AV,"(39.2497830,-76.6405870)"
1046809,11/11/2015 7:47,Medium,NE,911/NO  VOICE,P153150494,5800 HARFORD RD,"(39.3554854,-76.5591859)"
1046810,11/11/2015 7:48,Medium,NW,BURGLARY,P153150495,3800 HAYWARD AV,"(39.3473250,-76.6833200)"
1046811,11/11/2015 7:45,Medium,SD,MENTAL CASE,P153150497,800 GRETNA CT,"(39.2305396,-76.6011358)"
1046812,11/11/2015 7:50,Non-Emergency,NE,Repairs/Service,P153150498,100,"(39.3810499,-76.6572571)"
1046813,11/11/2015 7:48,Non-Emergency,ND,RECOVER PROPERTY,P153150499,3800 DERBY MANOR DR,"(39.3342170,-76.6575165)"
1046814,11/11/2015 7:48,Low,SW,AUTO ACCIDENT,P153150500,DENISON ST/W LEXINGTON ST,"(39.289806,-76.675483)"
1046815,11/11/2015 7:50,Low,SW,GET BELONGINGS,P153150501,300 N CHAPELGATE LN,"(39.2850970,-76.7008870)"
1046816,11/11/2015 7:52,Medium,WD,NARCOTICSOutside,P153150503,1900 MCKEAN AV,"(39.3102369,-76.6476109)"
1046817,11/11/2015 7:51,Medium,SE,911/NO  VOICE,P153150504,1000-100 EASTERN AV,"(39.2855160,-76.6001950)"
1046818,11/11/2015 7:52,Medium,SD,DISORDERLY,P153150505,1500 RUSSELL ST,"(39.2744610,-76.6278710)"
1046819,11/11/2015 7:52,Medium,SW,COMMON ASSAULT,P153150507,2200 TUCKER LN,"(39.3119436,-76.7014796)"
1046820,11/11/2015 7:54,Non-Emergency,NE,Repairs/Service,P153150508,100,"(39.3810499,-76.6572571)"
1046821,11/11/2015 7:52,Medium,SW,COMMON ASSAULT,P153150509,4000 CLIFTON AV,"(39.3121234,-76.6840226)"
1046822,11/11/2015 7:53,Low,CD,CHECK WELLBEING,P153150510,500 DOLPHIN ST,"(39.3042406,-76.6236067)"
1046823,11/11/2015 7:56,Medium,NW,MISSING PERSON,P153150511,3800 CRESTFIELD CT,"(39.3381805,-76.6791484)"
1046824,11/11/2015 7:53,Medium,SW,UNFOUNDED,P153150513,WILKENS AV/SOUTHWESTERN BL,"(39.270353,-76.681647)"
1046825,11/11/2015 7:59,Low,SW,RECOVERED VEH,P153150515,MORRIS RD/N FRANKLINTOWN RD,"(39.303002,-76.674280)"
1046826,11/11/2015 7:59,Non-Emergency,CD,Repairs/Service,P153150516,100,"(39.3810499,-76.6572571)"
1046827,11/11/2015 7:57,High,CD,SILENT ALARM,P153150517,1000 N CHARLES ST,"(39.3011960,-76.6162839)"
1046828,11/11/2015 7:58,Low,TRU,INVESTIGATE,P153150519,200 N PACA ST,"(39.2918833,-76.6226802)"
1046829,11/11/2015 7:58,Medium,NW,DISORDERLY,P153150520,BATEMAN AV/GARRISON BL,"(39.318263,-76.676829)"
1046830,11/11/2015 8:00,High,CD,SILENT ALARM,P153150521,300 LIGHT ST,"(39.2851556,-76.6140638)"
1046831,11/11/2015 8:00,High,ND,SILENT ALARM,P153150522,0 E 24TH ST,"(39.3163687,-76.6168754)"
1046832,11/11/2015 8:00,High,CD,SILENT ALARM,P153150523,600 PENNSYLVANIA AV,"(39.2952825,-76.6245329)"
1046833,11/11/2015 8:00,Medium,NW,AUTO THEFT,P153150524,3400 ALTO RD,"(39.3175850,-76.6747830)"
1046834,11/11/2015 8:02,Low,NE,AUTO ACCIDENT,P153150525,6000 BELAIR RD,"(39.3482617,-76.5387901)"
1046835,11/11/2015 8:03,Low,SD,OTHER,P153150526,600 CHERRYCREST RD,"(39.2492450,-76.6213750)"
1046836,11/11/2015 8:04,Low,CD,AUTO ACCIDENT,P153150527,300 W LOMBARD ST,"(39.2878250,-76.6195848)"
1046837,11/11/2015 8:04,Low,ED,AUTO ACCIDENT,P153150531,N CAROLINE ST/E MADISON ST,"(39.299318,-76.597674)"
1046838,11/11/2015 8:06,Medium,NE,Warrant Service,P153150532,5700 MAPLEHILL RD,"(39.3560270,-76.5778540)"
1046839,11/11/2015 8:04,Medium,NW,911/NO  VOICE,P153150533,4100 MENLO DR,"(39.3520898,-76.6965308)"
1046840,11/11/2015 8:07,High,SD,Traffic Stop,P153150535,0 W GARRETT ST,"(,)"
1046841,11/11/2015 8:08,Medium,NW,911/NO  VOICE,P153150537,3800 W BELVEDERE AV,"(39.3452130,-76.6825420)"
1046842,11/11/2015 8:07,Non-Emergency,NW,7C,P153150538,5800 REISTERSTOWN RD,"(39.3501950,-76.6945820)"
1046843,11/11/2015 8:08,Medium,NW,COMMON ASSAULT,P153150539,3800 W BELVEDERE AV,"(39.3452130,-76.6825420)"
1046844,11/11/2015 8:09,Non-Emergency,SD,Private Tow,P153150540,1100 COVINGTON ST,"(39.2766556,-76.6075358)"
1046845,11/11/2015 8:08,Low,SW,LARCENCY,P153150542,600 LUCIA AV,"(39.2736280,-76.6923930)"
1046846,11/11/2015 8:10,Medium,NW,911/NO  VOICE,P153150543,3800 W BELVEDERE AV,"(39.3452130,-76.6825420)"
1046847,11/11/2015 8:08,High,ND,SILENT ALARM,P153150544,2300 KEN OAK RD,"(39.3600740,-76.6643530)"
1046848,11/11/2015 8:09,Medium,SW,BURGLARY,P153150545,700 ALLENDALE ST,"(39.2953070,-76.6787120)"
1046849,11/11/2015 8:10,Medium,NE,NARCOTICSOutside,P153150547,4400 BELAIR RD,"(39.3291560,-76.5646390)"
1046850,11/11/2015 7:52,Low,NW,HIT AND RUN,P153150548,4200 PARK HEIGHTS AV,"(39.3367998,-76.6643613)"
1046851,11/11/2015 8:11,Medium,NE,911/NO  VOICE,P153150549,2500 AISQUITH ST,"(39.3173062,-76.5981803)"
1046852,11/11/2015 8:11,Medium,NE,911/NO  VOICE,P153150550,3800 INA AV,"(39.3513105,-76.5411358)"
1046853,11/11/2015 7:35,Non-Emergency,ED,PRKG COMPLAINT,P153150552,700 BLK BONAPARTE AV,"(39.3180937,-76.6045730)"
1046854,11/11/2015 8:13,Low,CD,WANTED ON WARR,P153150553,500 E BALTIMORE ST,"(39.2899801,-76.6083632)"
1046855,11/11/2015 8:12,Medium,ND,911/NO  VOICE,P153150554,3600 ROLAND AV,"(39.3312997,-76.6328955)"
1046856,11/11/2015 8:10,Low,SW,GET BELONGINGS,P153150555,300 N CHAPELGATE LN,"(39.2850970,-76.7008870)"
1046857,11/11/2015 8:11,High,CD,AUTO ACC/INJURY,P153150557,200 W LOMBARD ST,"(39.2877128,-76.6189169)"
1046858,11/11/2015 8:14,Low,SE,INVESTIGATE,P153150558,5600 O'DONNELL ST,"(39.2788350,-76.5466052)"
1046859,11/11/2015 8:16,High,NE,Field Interview,P153150559,HARFORD RD/THE ALAMEDA,"(39.321200,-76.590769)"
1046860,11/11/2015 8:15,Medium,WD,NARCOTICSOutside,P153150560,2200 BLK LYNNBROOK AV,"(39.3147110,-76.6473900)"
1046861,11/11/2015 8:16,High,WD,Traffic Stop,P153150561,1200 DRUID PK LAKE4AM9265,"(,)"
1046862,11/11/2015 8:17,Medium,ED,Warrant Service,P153150562,E NORTH AV/N GAY ST,"(39.312602,-76.584042)"
1046863,11/11/2015 8:15,Medium,SW,FAMILY DISTURB,P153150563,3700 EDMONDSON AV,"(39.2769450,-76.7729402)"
1046864,11/11/2015 8:16,High,ED,SILENT ALARM,P153150564,2100 E MONUMENT ST,"(39.2987557,-76.5876308)"
1046865,11/11/2015 8:25,Low,SW,GET BELONGINGS,P153150590,300 N CHAPELGATE LN,"(39.2850970,-76.7008870)"
1046866,11/11/2015 8:26,Medium,ED,911/NO  VOICE,P153150591,1400 E MADISON ST,"(39.2996416,-76.5985848)"
1046867,11/11/2015 8:27,Low,ND,DESTRUCT PROPTY,P153150593,4400 WICKFORD RD,"(39.3435370,-76.6269790)"
1046868,11/11/2015 8:26,Low,NW,ESCORT,P153150594,4200 PENHURST AV,"(39.3389690,-76.6895960)"
1046869,11/11/2015 8:28,Medium,SD,911/NO  VOICE,P153150595,200 FRANKFURST AV,"(39.2428780,-76.6030780)"
1046870,11/11/2015 8:28,Low,ND,INVEST,P153150596,3200 ST PAUL ST,"(39.3269288,-76.6159984)"
1046871,11/11/2015 8:28,Medium,NW,911/NO  VOICE,P153150597,3800 W BELVEDERE AV,"(39.3452130,-76.6825420)"
1046872,11/11/2015 8:27,High,SW,SILENT ALARM,P153150598,3700 GELSTON DR,"(39.2959305,-76.6789695)"
1046873,11/11/2015 8:26,Low,ND,SIGNAL OUT,P153150599,SB I 100 S AT W COLD SPRING LN,"(39.345227,-76.647219)"
1046874,11/11/2015 8:30,Medium,WD,911/NO  VOICE,P153150600,2500 W NORTH AV,"(39.3085953,-76.6593100)"
1046875,11/11/2015 8:30,Medium,CD,DISORDERLY,P153150604,CATHEDRAL ST/N LIBERTY ST,"(39.292576,-76.616699)"
1046876,11/11/2015 8:31,Medium,SE,911/NO  VOICE,P153150605,200 ALBEMARLE ST,"(39.2873316,-76.6030658)"
1046877,11/11/2015 8:32,Non-Emergency,ED,Court,P153150606,TCE,"(39.312001,-76.599273)"
1046878,11/11/2015 8:31,Medium,ND,911/NO  VOICE,P153150607,5200 YORK RD,"(39.3477099,-76.6074868)"
1046879,11/11/2015 8:31,Low,NE,OTHER,P153150608,1200 LAKESIDE AV,"(39.3295570,-76.5990480)"
1046880,11/11/2015 8:31,Medium,NE,DISORDERLY,P153150609,4600 HARFORD RD,"(39.3423489,-76.5702853)"
1046881,11/11/2015 8:32,Low,NE,AUTO ACCIDENT,P153150610,BELAIR RD/ERDMAN AV,"(39.321564,-76.573719)"
1046882,11/11/2015 8:32,High,CD,SILENT ALARM,P153150612,900 N HOWARD ST,"(39.3016767,-76.6202954)"
1046883,11/11/2015 8:32,Low,TRU,LARCENY F/AUTO,P153150613,2500 HOLLINS FERRY RD,"(39.2612731,-76.6418765)"
1046884,11/11/2015 8:33,Low,SD,AUTO ACCIDENT,P153150615,WATERVIEW AV/KLOMAN ST,"(39.258669,-76.633765)"
1046885,11/11/2015 8:34,Medium,ED,911/NO  VOICE,P153150616,1800 N PATTERSON PARK AV,"(39.3109903,-76.5858963)"
1046886,11/11/2015 8:34,Medium,SD,911/NO  VOICE,P153150617,1700 FRANKFURST AV,"(39.2462994,-76.5759347)"
1046887,11/11/2015 8:35,Medium,CD,911/NO  VOICE,P153150618,500 N CHARLES ST,"(39.2826943,-76.6147569)"
1046888,11/11/2015 8:34,Medium,NE,COMMON ASSAULT,P153150620,2500 E NORTHERN PY,"(39.2903848,-76.6121893)"
1046889,11/11/2015 8:35,Medium,SD,911/NO  VOICE,P153150621,1000 E MCCOMAS ST,"(39.2663422,-76.6011732)"
1046890,11/11/2015 8:36,Low,NE,INVESTIGATE,P153150622,1100 E COLD SPRING LN,"(39.3451583,-76.5996398)"
1046891,11/11/2015 8:38,Medium,ND,NARCOTICS INSIDE,P153150623,5400 BLK READY AV,"(39.3557980,-76.6086070)"
1046892,11/11/2015 8:36,Medium,ED,911/NO  VOICE,P153150624,600 N WOLFE ST,"(39.2968573,-76.5916191)"
1046893,11/11/2015 8:35,Medium,NE,911/NO  VOICE,P153150625,1100 E COLD SPRING LN,"(39.3451583,-76.5996398)"
1046894,11/11/2015 8:36,High,CD,SILENT ALARM,P153150626,900 N HOWARD ST,"(39.3016767,-76.6202954)"
1046895,11/11/2015 8:37,Low,CD,AUTO ACCIDENT,P153150627,E BALTIMORE ST/ST PAUL ST,"(39.289581,-76.613818)"
1046896,11/11/2015 8:37,Medium,SW,FAMILY DISTURB,P153150629,4300 ADELLE TE,"(39.2825247,-76.6875648)"
1046897,11/11/2015 8:38,Medium,WD,BURGLARY,P153150630,600 N CARROLLTON AV,"(39.2955970,-76.6373980)"
1046898,11/11/2015 8:41,Medium,SW,911/NO  VOICE,P153150631,500 N ATHOL AV,"(39.2923579,-76.6893446)"
1046899,11/11/2015 8:43,Low,NE,HIT AND RUN,P153150632,HARFORD RD/ECHODALE AV,"(39.350108,-76.563320)"
1046900,11/11/2015 8:43,Medium,SE,DISORDERLY,P153150633,100 S BROADWAY,"(39.2901983,-76.5942734)"
1046901,11/11/2015 8:43,Medium,NE,911/NO  VOICE,P153150636,4300 HILLEN RD,"(39.3418475,-76.5873262)"
1046902,11/11/2015 8:44,Medium,SW,DISORDERLY,P153150637,2600 MCHENRY ST,"(39.2838528,-76.6576800)"
1046903,11/11/2015 8:42,Medium,NE,DISORDERLY,P153150638,6000 MORAVIA RD,"(39.3157170,-76.5440540)"
1046904,11/11/2015 8:42,Medium,NE,AUTO THEFT,P153150639,4700 EUGENE AV,"(39.3378073,-76.5623440)"
1046905,11/11/2015 8:45,Low,NE,AUTO ACCIDENT,P153150640,BELAIR RD/ERDMAN AV,"(39.321564,-76.573719)"
1046906,11/11/2015 8:47,Medium,ND,BURGLARY,P153150643,400 CHARTER OAK AV,"(39.3471892,-76.6109918)"
1046907,11/11/2015 8:49,Non-Emergency,NW,Repairs/Service,P153150645,100,"(39.3810499,-76.6572571)"
1046908,11/11/2015 8:48,Low,SE,LARCENY F/AUTO,P153150646,5600 O'DONNELL ST,"(39.2788350,-76.5466052)"
1046909,11/11/2015 8:50,Medium,WD,NARCOTICSOutside,P153150648,1600 MORELAND AV,"(39.3064220,-76.6560660)"
1046910,11/11/2015 8:50,Medium,SW,911/NO  VOICE,P153150649,200 S PULASKI ST,"(39.2850158,-76.6499023)"
1046911,11/11/2015 8:49,High,SW,SILENT ALARM,P153150650,300 N HILTON ST,"(39.2906930,-76.6728870)"
1046912,11/11/2015 8:50,Medium,ED,911/NO  VOICE,P153150651,1800 N PATTERSON PARK AV,"(39.3109852,-76.5858978)"
1046913,11/11/2015 8:52,Low,NE,OTHER,P153150652,1000 E 36TH ST,"(39.3318990,-76.6027120)"
1046914,11/11/2015 8:51,Low,NE,INVESTIGATE,P153150653,1300 E NORTHERN PY,"(39.2903848,-76.6121893)"
1046915,11/11/2015 8:51,Medium,SD,AUTO ACCIDENT,P153150654,WATERVIEW AV/KLOMAN ST,"(39.258669,-76.633765)"
1046916,11/11/2015 8:49,Low,NW,7C,P153150656,5800 REISTERSTOWN RD,"(39.3501950,-76.6945820)"
1046917,11/11/2015 8:55,Low,WD,LARCENY F/AUTO,P153150658,800 W LEXINGTON ST,"(39.2911358,-76.6301052)"
1046918,11/11/2015 8:54,Medium,ND,COMMON ASSAULT,P153150659,600 RADNOR AV,"(39.3478257,-76.6069235)"
1046919,11/11/2015 8:56,High,SE,SILENT ALARM,P153150661,3200 FAIT AV,"(39.2836000,-76.5711880)"
1046920,11/11/2015 8:56,Medium,SE,911/NO  VOICE,P153150662,3500 EASTERN AV,"(39.2868690,-76.5680090)"
1046921,11/11/2015 8:57,Medium,CD,911/NO  VOICE,P153150663,0 S GREENE ST,"(39.2885206,-76.6236639)"
1046922,11/11/2015 8:58,Non-Emergency,SS,RECOVER PROPERTY,P153150664,700 DR. BENJAMIN QUARLES PL,"(39.2925595,-76.6283267)"
1046923,11/11/2015 8:56,Low,SE,HIT AND RUN,P153150665,300 BLK S EATON ST,"(39.2883142,-76.5655321)"
1046924,11/11/2015 8:57,Low,CD,AUTO ACCIDENT,P153150666,W MULBERRY ST/N PACA ST,"(39.293803,-76.622561)"
1046925,11/11/2015 8:57,Low,CD,AUTO ACCIDENT,P153150667,W MULBERRY ST/N PACA ST,"(39.293803,-76.622561)"
1046926,11/11/2015 8:55,Low,TRU,BIKE LARCENY,P153150668,CLEARSPRING RD/ST DUNSTANS RD,"(39.360825,-76.606933)"
1046927,11/11/2015 8:59,Low,CD,DESTRUCT PROPTY,P153150669,1100 W NORTH AV,"(39.3105890,-76.6362400)"
1046928,11/11/2015 8:58,Low,SW,INVESTIGATE,P153150670,3200 FREDERICK AV,"(39.2805996,-76.6699645)"
1046929,11/11/2015 8:59,Low,ND,INVEST,P153150671,900 ST DUNSTANS RD,"(39.3600030,-76.6017690)"
1046930,11/11/2015 8:59,Medium,NE,FAMILY DISTURB,P153150672,5200 HARFORD RD,"(39.3491740,-76.5644430)"
1046931,11/11/2015 8:59,Low,SW,AUTO ACCIDENT,P153150674,100 BLK S MORLEY ST,"(39.2851545,-76.6760581)"
1046932,11/11/2015 8:59,Non-Emergency,SW,Private Tow,P153150675,3400 WILKENS AV,"(39.2729910,-76.6739741)"
1046933,11/11/2015 8:59,Medium,ND,DISORDERLY,P153150676,SB I 100 S AT NORTHERN PKWY TO SB I 100,"(39.359651,-76.650441)"
1046934,11/11/2015 9:01,Medium,SE,PROSTITUTION,P153150677,GRACELAND AV/BETHLEHEM AV,"(39.282027,-76.533332)"
1046935,11/11/2015 9:01,Medium,NE,COMMON ASSAULT,P153150678,5200 HARFORD RD,"(39.3491740,-76.5644430)"
1046936,11/11/2015 9:00,Medium,NE,DISORDERLY,P153150679,5200 HARFORD RD,"(39.3491740,-76.5644430)"
1046937,11/11/2015 9:02,Medium,NE,911/NO  VOICE,P153150680,1300 GORSUCH AV,"(39.3248316,-76.5996663)"
1046938,11/11/2015 9:03,Medium,NE,FAMILY DISTURB,P153150681,4400 PLAINFIELD AV,"(39.3258566,-76.5557933)"
1046939,11/11/2015 9:01,Low,NE,LARCENCY,P153150682,3300 SOUTHERN AV,"(39.3426475,-76.5638728)"
1046940,11/11/2015 9:02,Low,NE,AUTO ACCIDENT,P153150683,3300 MORAVIA RD,"(39.3390610,-76.5667859)"
1046941,11/11/2015 9:04,Medium,WD,NARCOTICSOutside,P153150684,2100 VINE ST,"(39.2900423,-76.6503255)"
1046942,11/11/2015 9:06,Medium,ND,911/NO  VOICE,P153150685,600 WYANOKE AV,"(39.3375680,-76.6073690)"
1046943,11/11/2015 9:05,Medium,NE,DISORDERLY,P153150686,3000 HAMILTON AV,"(39.3515322,-76.5607818)"
1046944,11/11/2015 9:06,Medium,SE,BURGLARY,P153150687,500 N LINWOOD AV,"(39.2970458,-76.5767250)"
1046945,11/11/2015 9:09,High,SE,SILENT ALARM,P153150690,3200 FAIT AV,"(39.2836000,-76.5711880)"
1046946,11/11/2015 9:10,Medium,CD,NARCOTICSOutside,P153150691,200 E PRESTON ST,"(39.3047284,-76.6130873)"
1046947,11/11/2015 9:08,Medium,WD,DISORDERLY,P153150692,1000 N BENTALOU ST,"(39.2997150,-76.6537870)"
1046948,11/11/2015 9:10,Low,ED,HIT AND RUN,P153150693,3000 E FEDERAL ST,"(39.3095054,-76.5757136)"
1046949,11/11/2015 9:11,Medium,NW,911/NO  VOICE,P153150694,3800 EGERTON RD,"(39.3282320,-76.6806749)"
1046950,11/11/2015 9:11,Low,CD,FALSE PRETENSE,P153150695,100 E NORTH AV,"(39.3112474,-76.6149507)"
1046951,11/11/2015 9:10,Non-Emergency,SS,SUPV COMPLAINT,P153150697,200 N LIBERTY ST,"(39.2923550,-76.6168198)"
1046952,11/11/2015 9:11,Non-Emergency,NE,PRKG COMPLAINT,P153150698,3200 ERDMAN AV,"(39.3211096,-76.5727764)"
1046953,11/11/2015 9:11,Medium,NE,DISORDERLY,P153150700,5200 HARFORD RD,"(39.3491740,-76.5644430)"
1046954,11/11/2015 9:10,High,NW,SILENT ALARM,P153150701,2600 VIOLET AV,"(39.3314049,-76.6587090)"
1046955,11/11/2015 9:12,High,ND,SILENT ALARM,P153150702,5700 THE ALAMEDA,"(39.3610455,-76.5944342)"
1046956,11/11/2015 9:13,Low,ND,FALSE PRETENSE,P153150704,2500 N CHARLES ST,"(39.3178722,-76.6170052)"
1046957,11/11/2015 9:14,High,ND,RA POLICE,P153150705,2400 W BELVEDERE AV,"(39.3549016,-76.6622292)"
1046958,11/11/2015 9:13,Medium,SD,911/NO  VOICE,P153150706,800 W PRATT ST,"(39.2859961,-76.6292621)"
1046959,11/11/2015 9:04,Non-Emergency,NW,LOST PROPERTY,P153150707,5100 PARK HEIGHTS AV,"(39.3482879,-76.6750600)"
1046960,11/11/2015 9:15,High,SE,SILENT ALARM,P153150708,200 N STREEPER ST,"(39.2952810,-76.5772840)"
1046961,11/11/2015 9:09,Non-Emergency,SD,Private Tow,P153150709,3000 CHILDS ST,"(39.2420785,-76.5902272)"
1046962,11/11/2015 9:17,Medium,ND,DISORDERLY,P153150713,GORSUCH AV/LOCH RAVEN BL,"(39.324798,-76.600361)"
1046963,11/11/2015 9:18,Non-Emergency,ND,STREET OBSTRUCT,P153150714,GREENWAY/ST MARTINS RD,"(39.334584,-76.613594)"
1046964,11/11/2015 9:20,Low,SW,FORCE ENTRY,P153150715,100 N ROCK GLEN RD,"(39.2849910,-76.7023972)"
1046965,11/11/2015 9:22,Medium,NW,911/NO  VOICE,P153150718,4900 LIBERTY HEIGHTS AV,"(39.3326697,-76.6986428)"
1046966,11/11/2015 9:22,Medium,ED,NARCOTICSOutside,P153150719,ASHLAND AV/N EDEN ST,"(39.300305,-76.599271)"
1046967,11/11/2015 9:24,Medium,CD,INJURED PERSON,P153150720,100 N HOWARD ST,"(39.2905830,-76.6197690)"
1046968,11/11/2015 9:22,Low,TRU,LARCENY F/AUTO,P153150721,3400 ELLERSLIE AV,"(39.3302086,-76.6053164)"
1046969,11/11/2015 9:25,Medium,NE,Warrant Service,P153150722,3500 WOODSTOCK AV,"(39.3256925,-76.5751634)"
1046970,11/11/2015 9:23,Low,CD,INVESTIGATE,P153150723,1400 DIVISION ST,"(39.3019897,-76.6306221)"
1046971,11/11/2015 9:23,Low,CD,LARCENCY,P153150725,1100 PENNSYLVANIA AV,"(39.2987870,-76.6292365)"
1046972,11/11/2015 9:26,Low,ED,RECOVERED VEH,P153150726,700 N STREEPER ST,"(39.2993422,-76.5775434)"
1046973,11/11/2015 9:24,Low,SE,Traffic Control,P153150727,E100,"(38.1877274,-76.4306578)"
1046974,11/11/2015 9:26,Medium,NE,DISORDERLY,P153150730,5600 FRANKFORD AV,"(39.3221790,-76.5402740)"
1046975,11/11/2015 9:23,Medium,ND,NARCOTICS INSIDE,P153150731,2400 LOYOLA NORTHWAY,"(39.3387855,-76.6582939)"
1046976,11/11/2015 9:27,Non-Emergency,CD,Private Tow,P153150732,2400 LINDEN AV,"(39.3138030,-76.6360160)"
1046977,11/11/2015 9:28,Medium,SE,911/NO  VOICE,P153150733,1600 EASTERN AV,"(39.2856358,-76.5951013)"
1046978,11/11/2015 9:28,Medium,CW,INJURED PERSON,P153150734,900 WOODBOURNE AV,"(39.3553411,-76.6008685)"
1046979,11/11/2015 9:28,Medium,SW,SICK CASE,P153150735,2500 FREDERICK AV,"(39.2835070,-76.6561150)"
1046980,11/11/2015 9:29,Non-Emergency,SD,Repairs/Service,P153150736,100,"(39.3810499,-76.6572571)"
1046981,11/11/2015 9:29,Low,ED,WANTED ON WARR,P153150737,1900 BELAIR RD,"(39.3129300,-76.5842060)"
1046982,11/11/2015 9:29,Low,NE,OTHER,P153150740,4600 LOCH RAVEN BL,"(39.3472290,-76.5924240)"
1046983,11/11/2015 9:28,Medium,SD,COMMON ASSAULT,P153150742,2000 WASHINGTON BL,"(39.2723158,-76.6460208)"
1046984,11/11/2015 9:28,Low,WD,DISABLE CAR,P153150743,FREDERICK DOUGLASS HIGH,"(39.315335,-76.653890)"
1046985,11/11/2015 9:28,Low,ND,DESTRUCT PROPTY,P153150744,W NORTHERN PY/FALLS RD,"(39.361279,-76.646186)"
1046986,11/11/2015 9:29,Medium,NW,DISORDERLY,P153150745,3600 FERNHILL AV,"(39.3369498,-76.6776706)"
1046987,11/11/2015 9:30,Medium,SE,911/NO  VOICE,P153150746,1600 EASTERN AV,"(39.2856358,-76.5951013)"
1046988,11/11/2015 9:32,Non-Emergency,SD,Personal Relief,P153150747,SOUTHERN DISTRICT,"(39.253253,-76.615524)"
1046989,11/11/2015 9:32,Low,NW,WANTED ON WARR,P153150748,2400 DENISON ST,"(39.3147360,-76.6746880)"
1046990,11/11/2015 9:32,Medium,NE,911/NO  VOICE,P153150749,5600 LOCH RAVEN BL,"(39.3242589,-76.6009401)"
1046991,11/11/2015 9:33,Medium,SD,NARCOTICS INSIDE,P153150750,200 S VINCENT ST,"(39.2853447,-76.6429479)"
1046992,11/11/2015 9:32,Medium,SD,OVERDOSE/NARCAN,P153150751,S MARTIN LUTHER KING JR BL/WASHINGTON BL,"(39.283351,-76.626371)"
1046993,11/11/2015 9:31,High,NW,ARMED PERSON,P153150753,W GARRISON AV/LITCHFIELD AV,"(39.344449,-76.678319)"
1046994,11/11/2015 9:33,Medium,NW,FAMILY DISTURB,P153150756,4400 LIBERTY HEIGHTS AV,"(39.3300706,-76.6914304)"
1046995,11/11/2015 9:32,Medium,ND,911/NO  VOICE,P153150758,3900 HOOPER AV,"(39.2638127,-76.6877894)"
1046996,11/11/2015 9:38,Non-Emergency,SE,TOWED VEHICLE,P153150759,200 N CAROLINE ST,"(39.2940508,-76.5973542)"
1046997,11/11/2015 9:35,Medium,WD,AUTO THEFT,P153150760,1900 W BALTIMORE ST,"(39.2883840,-76.6470949)"
1046998,11/11/2015 9:38,Medium,ED,911/NO  VOICE,P153150761,1800 N PATTERSON PARK AV,"(39.3109852,-76.5858978)"
1046999,11/11/2015 9:39,Medium,ED,BURGLARY,P153150763,1600 N PATTERSON PARK AV,"(39.3088916,-76.5857676)"
1047000,11/11/2015 9:39,High,NE,SILENT ALARM,P153150764,1500 OAKRIDGE RD,"(39.3333439,-76.5945210)"
1047001,11/11/2015 9:41,Medium,SW,COMMON ASSAULT,P153150765,3900 BENZINGER RD,"(39.2683370,-76.6849520)"
